60,0.75,0,500,13
0,13,806560
1,13,388959
2,13,1.02047e+06
3,13,696914
4,13,210870
5,13,395304
6,13,422825
7,13,124420
8,13,170951
9,13,277118
10,13,43459
11,13,1.13041e+06
12,13,63243
13,13,177273
14,13,1.81241e+06
15,13,521913
16,13,394526
17,13,897143
18,13,805557
19,13,260705
20,13,178512
21,13,184081
22,13,661539
23,13,572000
24,13,384086
25,13,416347
26,13,1.33104e+06
27,13,308877
28,13,122055
29,13,309981
30,13,292811
31,13,2.54619e+06
32,13,121741
33,13,1.01991e+06
34,13,158272
35,13,25148
36,13,150074
37,13,547733
38,13,673948
39,13,268244
40,13,1.37052e+06
41,14,833562
42,13,42342
43,13,958254
44,13,240632
45,13,903825
46,13,59979
47,13,1.44106e+06
48,14,2.05034e+06
49,13,371189
50,13,309294
51,13,23743
52,13,623101
53,13,186733
54,13,947009
55,13,1.46944e+06
56,13,361547
57,13,315485
58,13,426337
59,13,835498
60,14,20056
61,13,650313
62,13,301993
63,13,920192
64,13,304444
65,13,382576
66,13,275075
67,13,312348
68,14,45829
69,15,919464
70,14,1.18752e+06
71,13,353168
72,14,821285
73,13,322405
74,13,70311
75,14,158199
76,13,668014
77,13,234109
78,13,1.52009e+06
79,13,195640
80,13,131944
81,13,1.29102e+06
82,13,1.0566e+06
83,13,1.97481e+06
84,13,195961
85,13,855518
86,13,1.54722e+06
87,13,99286
88,15,661981
89,13,1.08506e+06
90,13,645783
91,13,55106
92,13,105071
93,14,170180
94,14,213688
95,14,243513
96,13,358678
97,14,20689
98,14,1.66427e+06
99,13,874681
100,14,333882
101,13,170224
102,13,323045
103,13,35364
104,13,330838
105,13,23824
106,13,436081
107,13,1.31742e+06
108,13,406637
109,13,179681
110,15,2.23752e+06
111,13,1.57173e+06
112,13,377945
113,13,217498
114,13,342100
115,13,1.43009e+06
116,13,20992
117,13,1.60093e+06
118,13,333917
119,13,79469
120,13,64842
121,13,233278
122,14,97135
123,13,240219
124,13,354280
125,13,1.21234e+06
126,13,462312
127,13,1.14439e+06
128,13,75909
129,13,1.11075e+06
130,13,238034
131,13,394154
132,13,1.52008e+06
133,13,1.41154e+06
134,13,16935
135,13,825071
136,13,1.08553e+06
137,13,184386
138,13,989055
139,13,74562
140,13,580650
141,13,78344
142,13,917010
143,13,251945
144,13,407175
145,13,517144
146,13,422972
147,13,69266
148,13,579739
149,13,300678
150,13,652958
151,13,1.52536e+06
152,14,99187
153,13,272083
154,13,497958
155,13,1.32006e+06
156,13,14596
157,13,1.43358e+06
158,13,920011
159,13,85922
160,13,376279
161,13,1.14037e+06
162,14,54678
163,13,436437
164,13,399668
165,13,281402
166,15,263737
167,13,136524
168,13,51058
169,13,131978
170,13,2.35068e+06
171,13,23460
172,13,330494
173,13,590064
174,13,261341
175,13,543251
176,13,145849
177,14,258221
178,13,969299
179,13,1.28121e+06
180,14,25069
181,13,94482
182,13,239257
183,13,101212
184,13,139463
185,13,437375
186,13,531922
187,13,803834
188,13,30049
189,13,440236
190,13,708624
191,14,246574
192,13,27976
193,13,12389
194,14,263754
195,14,536789
196,13,1.06431e+06
197,15,107619
198,14,696304
199,13,1.49432e+06
200,13,116874
201,13,88093
202,13,1.13466e+06
203,13,506511
204,14,108924
205,13,601207
206,14,885166
207,13,123770
208,13,497585
209,13,891308
210,13,42745
211,13,2.10225e+06
212,13,505214
213,13,228630
214,13,592168
215,14,398693
216,13,583398
217,13,358158
218,13,174414
219,13,458448
220,13,165374
221,14,271037
222,13,370618
223,14,68315
224,13,333935
225,13,568683
226,13,305528
227,13,307500
