0.000998502329589549 8583 
0.00299850299625656 12772 
0.0050025116829718 13832 
0.0070105444862173 13833 
0.00902261759963753 14202 
0.0110387473148221 17733 
0.013058950022098 18970 
0.0150832422113285 19277 
0.0171116404727212 22096 
0.0191441614976435 23868 
0.021180822079447 24925 
0.0232216391142998 25298 
0.0252666296020274 25416 
0.027315810646963 25876 
0.029369199458805 26605 
0.0314268133534852 27758 
0.0334886697540439 28441 
0.0355547861915158 28556 
0.0376251803058242 29648 
0.0396998698466846 29974 
0.0417788726745176 30173 
0.0438622067613719 32382 
0.0459498901918558 33480 
0.0480419411640799 33786 
0.050138377990608 34455 
0.0522392190994198 35345 
0.0543444830348822 37309 
0.0564541884587319 37933 
0.0585683541510673 38662 
0.0606869990113526 40444 
0.0628101420594304 42345 
0.0649378024365472 44532 
0.067069999406388 46225 
0.0692067523561231 48223 
0.0713480807974663 49233 
0.073494004367743 50364 
0.0756445428309716 50557 
0.0777997160789549 55269 
0.0799595441323849 56449 
0.0821240471419579 57795 
0.0842932453895033 58156 
0.086467159289123 60269 
0.0886458093883453 63527 
0.0908292163692888 64271 
0.0930174010498417 64632 
0.0952103843848517 64679 
0.0974081874673313 64849 
0.0996108315296735 66396 
0.101818337944884 67741 
0.104030728227825 69057 
0.106248024036472 70497 
0.10847024717319 71390 
0.110697419586014 73911 
0.112929563369955 75144 
0.115166700768311 76441 
0.117408854174001 78068 
0.119656046130906 78377 
0.121908299335231 79211 
0.124165636636881 82920 
0.12642808104085 82958 
0.128695655708631 86413 
0.130968383959633 86662 
0.133246289272627 87159 
0.135529395287196 87772 
0.137817725805208 88736 
0.140111304792307 92230 
0.142410156379418 96808 
0.144714304864268 97746 
0.147023774712931 98037 
0.149338590561382 98100 
0.151658777217079 100145 
0.153984359660555 101920 
0.15631536304703 101955 
0.15865181270805 102298 
0.160993734153131 104467 
0.163341153071436 105815 
0.165694095333463 106519 
0.168052586992756 107021 
0.170416654287636 107421 
0.172786323642955 108835 
0.175161621671862 114361 
0.177542575177604 116645 
0.179929211155335 116915 
0.182321556793955 117609 
0.184719639477967 119619 
0.187123486789362 122302 
0.189533126509515 122347 
0.191948586621119 124726 
0.194369895310129 127335 
0.19679708096774 127975 
0.199230172192382 130837 
0.201669197791741 132130 
0.204114186784807 133590 
0.206565168403947 136801 
0.209022172096999 138803 
0.211485227529397 138807 
