200,0.01,200,13
0,13,99162
1,13,41827
2,13,24428
3,13,90231
4,13,25753
5,13,42448
6,13,45570
7,13,42540
8,13,27292
9,13,34789
10,13,4914
11,13,16861
12,13,7729
13,13,26258
14,13,14361
15,13,58438
16,13,44144
17,13,18343
18,13,10425
19,13,29475
20,13,20627
21,13,19789
22,13,73107
23,13,62871
24,13,44417
25,13,47064
26,13,14725
27,13,31450
28,13,13121
29,13,32334
30,13,32462
31,13,33074
32,13,13500
33,13,1168
34,13,19128
35,13,2574
36,13,17478
37,13,50350
38,13,80938
39,13,29200
40,13,16418
41,14,12328
42,13,3898
43,13,12541
44,13,28679
45,13,98671
46,13,6738
47,13,16828
48,14,24354
49,13,43039
50,13,39391
51,13,2220
52,13,69152
53,13,20300
54,13,1001
55,13,16459
56,13,39762
57,13,34563
58,13,48194
59,13,16833
60,14,2166
61,13,72803
62,13,37885
63,13,41980
64,13,21039
65,13,42170
66,13,27680
67,13,27606
68,14,829
69,15,37843
70,14,123
71,13,37493
72,14,11533
73,13,35542
74,13,8742
75,14,17232
76,13,69745
77,13,25088
78,13,24897
79,13,22612
80,13,15027
81,13,14063
82,13,44862
83,13,21191
84,13,22464
85,13,91488
86,13,16488
87,13,10314
88,15,72140
89,13,1926
90,13,68416
91,13,6442
92,13,10965
93,14,18305
94,14,23258
95,14,26109
96,13,40405
97,14,1763
98,14,11996
99,13,84745
100,14,35523
101,13,17549
102,13,33920
103,13,3598
104,13,35577
105,13,2346
106,13,44467
107,13,14459
108,13,41285
109,13,18483
110,15,31913
111,13,17253
112,13,42303
113,13,21227
114,13,36171
115,13,79548
116,13,2379
117,13,13231
118,13,32482
119,13,7848
120,13,6694
121,13,23876
122,14,10847
123,13,24505
124,13,36521
125,13,1272
126,13,12659
127,13,12492
128,13,8289
129,13,12125
130,13,26768
131,13,43840
132,13,10871
133,13,13606
134,13,1475
135,13,84961
136,13,11396
137,13,19524
138,13,10355
139,13,7870
140,13,14420
141,13,8731
142,13,95343
143,13,27055
144,13,42781
145,13,53762
146,13,44744
147,13,6942
148,13,62933
149,13,30610
150,13,67386
151,13,86508
152,14,10602
153,13,29430
154,13,49257
155,13,13805
156,13,1921
157,13,25729
158,13,10076
159,13,9872
160,13,41661
161,13,1213
162,14,6740
163,13,46285
164,13,40819
165,13,29197
166,15,28844
167,13,13669
168,13,4524
169,13,14223
170,13,16686
171,13,2751
172,13,34117
173,13,58054
174,13,28597
175,13,63085
176,13,13725
177,14,89599
178,13,11540
179,13,14214
180,14,2764
181,13,9723
182,13,26223
183,13,10413
184,13,14243
185,13,47282
186,13,55108
187,13,86983
188,13,2634
189,13,45489
190,13,76518
191,14,24533
192,13,2358
193,13,1762
194,14,12089
195,14,12455
196,13,10252
197,15,11352
198,14,70445
199,13,22651
200,13,11308
201,13,9928
202,13,11354
203,13,52555
204,14,10894
205,13,63329
206,14,91649
207,13,12509
208,13,53542
209,13,89259
210,13,4230
211,13,15184
212,13,53514
213,13,25726
214,13,54611
215,14,10650
216,13,70113
217,13,37443
218,13,18925
219,13,47199
220,13,16514
221,14,27193
222,13,41862
223,14,6826
224,13,36712
225,13,60743
226,13,31680
227,13,29673
228,13,65401
229,13,2523
230,13,35297
231,13,69847
232,13,4950
233,13,7163
234,13,40858
235,13,70630
236,13,39053
237,13,5353
238,13,72844
239,13,37667
240,13,22533
241,13,12558
242,13,89034
243,13,89018
244,13,22289
245,13,71402
246,15,91140
247,13,6718
248,14,11710
249,14,63792
250,13,37299
251,17,14377
252,14,57311
253,13,31194
254,13,11476
255,14,19781
256,13,83644
257,13,31831
258,13,43086
259,14,15312
260,13,91936
261,13,65593
262,13,71423
263,13,37300
264,14,27860
265,13,3001
266,13,42220
267,13,29678
268,13,14518
269,14,27549
270,13,79559
271,13,90908
272,13,11102
273,13,11402
274,13,54187
275,14,10007
276,14,35013
277,13,10677
278,13,2477
279,14,3234
280,13,26682
281,13,24629
282,13,42164
283,13,79825
284,14,65971
285,13,11045
286,13,25020
287,13,32768
288,14,92435
289,13,11288
290,13,23046
291,13,19709
292,13,73706
293,13,11536
294,14,93171
295,13,21865
296,13,79614
297,13,24995
298,13,5873
299,14,11365
300,15,77303
301,13,8446
302,14,31038
303,13,42012
304,13,32911
305,13,17011
306,14,68161
307,13,36019
308,14,19497
309,13,85645
310,13,32027
311,13,17767
312,13,38301
313,14,74415
314,13,11289
315,13,46963
316,13,11881
317,14,17758
318,13,15762
319,13,17154
320,13,50282
321,17,17966
322,13,18210
323,14,11546
324,13,30692
325,13,15307
326,13,53162
327,14,29302
328,13,20452
329,13,83849
330,13,57909
331,13,64050
332,14,66343
333,14,62599
334,14,17725
335,13,11460
336,13,1771
337,13,15290
338,13,5572
339,13,23758
340,13,20124
341,13,11144
342,14,7110
343,13,20324
344,14,31115
345,13,3134
346,14,23960
347,13,18935
348,13,13607
349,13,32028
350,13,13772
351,15,1664
352,13,32941
353,13,30392
354,13,11667
355,14,5071
356,13,48005
357,13,30378
358,13,80471
359,14,74675
360,14,11466
361,13,3770
362,14,8542
363,13,26218
364,13,10062
365,13,32418
366,13,65450
367,13,13464
368,13,39150
369,13,64015
370,14,6236
371,14,65279
372,13,67692
373,13,31780
374,14,12288
375,13,28238
376,13,11918
377,14,90550
