60,0.75,3,500,13
0,14,288033
1,13,415515
2,13,59467
3,13,54107
4,13,180818
5,13,33696
6,13,87985
7,14,45179
8,13,129491
9,13,290791
10,13,133834
11,13,23790
12,13,167427
13,13,55994
14,13,17779
15,13,7794
16,14,56034
17,13,43745
18,14,512038
19,13,90491
20,14,7686
21,14,59264
22,13,143970
23,13,52638
24,13,37859
25,13,32813
26,13,176182
27,13,8888
28,13,65420
29,13,48316
30,14,23269
31,13,139682
32,15,23615
33,13,35768
34,13,119398
35,14,42619
36,13,55274
37,14,21338
38,13,75234
39,13,64677
40,15,14054
41,13,26781
42,13,252853
43,13,14766
44,13,139813
45,13,58057
46,13,77998
47,14,127135
48,13,45670
49,14,71557
50,13,213659
51,13,163807
52,15,216519
53,14,528664
54,14,53126
55,13,166933
56,13,64195
57,14,58651
58,13,597510
59,13,112385
60,14,169610
61,14,275573
62,13,181389
63,13,49747
64,14,44996
65,13,22005
66,13,10261
67,14,302178
68,13,78234
69,13,127579
70,13,210857
71,16,56602
72,15,206661
73,13,17581
74,15,188448
75,13,14354
76,14,18233
77,13,107880
78,14,17634
79,13,135764
80,13,151342
81,15,266363
82,13,41428
83,14,74699
84,13,76203
85,13,16734
86,15,27448
87,13,368183
88,14,68434
89,14,517385
90,13,29952
91,13,47399
92,14,91663
93,14,49121
94,13,97672
95,13,56906
96,14,17978
97,13,369401
98,13,69461
99,13,79585
100,13,85138
101,14,71970
102,13,41398
103,14,195278
104,13,41349
105,13,88107
106,13,28080
107,14,19317
108,13,56491
109,13,286643
110,13,214703
111,13,127085
112,13,969700
113,13,581745
114,13,1875258
115,14,683432
116,13,388937
117,13,132331
118,14,126049
119,13,332639
120,13,296959
121,13,44998
122,14,351815
123,13,243738
124,14,138386
125,13,113801
126,16,145542
127,13,151276
128,13,176828
129,14,35215
130,13,401880
131,14,64341
132,15,28955
133,13,106995
134,14,96387
135,15,132232
136,13,163066
137,14,36235
138,13,110947
139,13,276172
140,13,364516
141,13,28600
142,14,91018
143,13,134715
144,14,102718
145,14,352673
146,14,122209
147,15,155979
148,13,26324
149,13,274217
150,16,124537
151,14,144263
152,13,58738
153,13,16028
154,13,9253
155,14,36533
156,13,274141
157,13,204072
158,13,154713
159,14,61572
160,13,45521
161,13,169109
162,13,128244
163,13,309321
164,14,200372
165,14,36485
166,13,98749
167,13,198236
168,13,15369
169,13,79864
170,14,102581
171,13,38544
172,14,56812
173,13,39545
174,13,129749
175,13,294782
176,14,71276
177,15,520349
178,13,69755
179,14,8224
180,13,159587
181,13,96593
182,13,81384
183,13,89576
184,13,37807
185,14,18175
186,13,82684
187,15,82607
188,14,121429
189,13,88935
190,13,61225
191,13,217393
192,13,455410
193,14,55460
194,13,261743
195,13,25156
196,14,154668
197,13,295211
198,13,336565
199,13,98255
200,13,94051
201,13,46940
202,13,46920
203,13,140600
204,14,27362
205,15,59597
206,13,273441
207,13,9440
208,13,86056
209,13,20605
210,14,13766
211,13,25709
212,13,279797
213,13,185748
214,14,40856
215,13,106975
216,13,213345
217,13,37672
218,13,55243
219,15,26393
220,14,74050
221,14,135257
222,13,28294
223,13,222904
224,13,200559
225,13,94468
226,13,21232
227,13,117908
228,13,76266
229,13,98935
230,13,124318
231,15,40719
232,13,31067
233,13,118419
234,16,351935
235,13,83861
236,13,58952
237,14,168401
238,13,257588
239,13,52307
240,13,8756
241,15,128051
242,13,86067
243,15,46864
244,13,305434
245,13,147541
246,13,113911
247,13,60865
248,13,347620
249,13,315040
250,13,281919
251,13,24599
252,13,546944
253,13,23610
254,13,473043
255,13,229990
256,13,358988
257,13,1380078
258,13,127819
259,13,14628
260,14,411547
261,13,139723
262,13,119415
263,13,123886
264,13,120465
265,13,293091
266,13,28624
267,15,349911
268,13,182906
269,13,409651
270,13,59723
271,13,37336
272,14,104770
273,13,124027
274,13,203980
275,13,356743
276,13,245673
277,14,156131
278,13,18161
279,13,145635
280,13,107915
281,13,59901
282,13,38685
283,13,219823
284,13,98131
285,13,99841
286,13,174098
287,14,93991
288,13,82712
289,13,27906
290,13,359533
291,13,181795
292,13,132602
293,13,135527
294,13,16905
295,13,89438
296,13,162802
297,13,66651
298,13,8427
299,14,26971
300,13,59487
301,13,101257
302,14,53015
303,15,165564
304,14,536537
305,13,14712
306,15,599790
307,13,135112
308,13,8123
309,13,16687
310,13,349015
311,13,179395
312,13,63954
313,13,79729
314,13,103670
315,13,40671
316,13,84842
317,13,225837
318,13,141434
319,14,195090
320,13,343610
321,13,255099
322,13,33805
323,13,86099
324,14,80935
325,13,72726
326,13,34384
327,13,140072
328,13,14306
329,13,19914
330,13,417429
331,13,93125
332,13,155502
333,13,29208
334,14,119096
335,13,62480
336,13,61826
337,13,32947
338,13,37363
339,14,78642
340,13,88122
341,13,14593
342,13,129195
343,13,130701
344,13,111404
345,13,61390
346,13,344370
347,14,10061
348,13,67758
349,13,84556
350,14,8677
